"Reservoir","Reservoir_type","Year","Cyanobacteria_Max_cells/ml","logCyanoMax_cells/ml","Chlorophyll_a_ug/l","Secchi_cm","TP_ppb","P_dissolved_ppb","TKN_ppm","NH3_ppm","NOx_ppm","TOC_ppm","Alkalinity_ppm","NH36to8inflow_ppm","TKN6to8inflow_ppm","NOx6to8inflow_ppm","TP6to8inflow_ppb","TOC6to8inflow_ppm","Summer_precip_inches","Summer_precip_Z-score","mayST_Celsius","junST_Celsius","julST_Celsius","augST_Celsius","mayDO_mg/l","junDO_mg/l","mayDT_Celsius","junDT_Celsius","julDT_Celsius","augDT_Celsius"
"CMR",3,2007,"45240.0","4.656","na","42.0","na","na","0.674","0.018","0.008","3.74","112.0","0.000","0.348","0.212","53.0","3.2",10.02,-0.699,"21.17","26.56","27.88","29.45","1.40","0.35","11.59","14.45","17.87","19.48"
"CMR",3,2008,"47229.5","4.674","na","na","42.0","na","0.574","0.044","0.780","12.33","82.0","0.048","0.655","2.050","175.0","12.5",21.62,2.282,"17.51","26.35","27.25","27.40","4.31","2.72","11.99","17.80","na","22.80"
"CMR",3,2009,"na","na","na","25.5","159.9","na","1.152","0.075","5.733","9.85","114.3","0.062","0.680","10.550","185.0","20.5",12.92,0.046,"20.85","25.83","26.22","27.07","5.18","0.45","13.48","16.92","21.03","23.42"
"CMR",3,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7.6,-1.321,"na","na","na","na","na","na","na","na","na","na"
"CMR",3,2012,"164772.7","5.217","na","40.0","na","na","na","na","na","na","na","na","na","na","na","na",2.13,-2.727,"na","na","na","28.78","na","na","na","na","na","na"
"CMR",3,2013,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",8.26,-1.151,"na","na","na","na","na","na","na","na","na","na"
"CMR",3,2014,"526985.2","5.722","na","33.0","34.0","na","0.900","0.073","0.005","4.40","na","na","na","na","na","na",11.0,-0.447,"na","na","na","na","na","na","na","na","na","na"
"CMR",3,2016,"418561.7","5.622","15.79","33.0","59.7","na","1.039","0.137","0.422","8.07","116.5","na","na","na","na","na",15.15,0.619,"18.58","27.07","30.43","29.16","4.25","0.62","13.71","18.20","23.33","23.80"
"CMR",3,2017,"2705109.4","6.432","19.41","36.0","59.1","22.8","1.109","0.169","0.075","8.51","119.9","0.148","0.420","0.326","85.0","5.2",12.6,-0.036,"20.09","24.74","27.31","26.55","5.37","0.79","14.32","17.47","22.25","22.92"
"CRR",1,1987,"na","na","3.07","134.0","10.0","7.833333333","0.100","0.050","na","0.58","27.5","0.000","0.170","2.160","27.6","1.6",11.91,-0.57,"na","na","na","na","na","na","na","na","na","na"
"CRR",1,1988,"na","na","3.87","144.0","189.3","5","0.150","0.088","0.200","1.63","33.3","0.050","0.325","0.525","80.0","3.3",13.04,-0.244,"na","na","na","na","na","na","na","na","na","na"
"CRR",1,1989,"na","na","2.38","129.0","5.0","5","0.250","0.075","0.150","2.50","28.5","0.075","0.250","0.625","15.8","2.0",13.55,-0.097,"15.89","24.97","27.25","26.76","10.26","5.26","9.96","13.74","15.64","17.02"
"CRR",1,1994,"na","na","na","135.0","na","na","na","na","na","3.00","na","na","na","na","na","5.8",13.19,-0.201,"17.60","25.79","27.31","25.93","8.68","5.39","11.75","12.64","13.16","13.51"
"CRR",1,1995,"420.7","2.624","2.71","87.6","na","na","na","na","na","4.17","30.7","na","na","na","na","6.6",12.98,-0.262,"17.82","24.07","27.71","28.99","8.06","4.50","13.37","14.87","16.34","16.16"
"CRR",1,1997,"na","na","7.88","99.0","na","na","na","na","0.087","3.69","na","na","na","0.430","na","3.9",17.81,1.13,"16.29","22.06","27.92","26.83","6.38","4.23","12.60","15.24","16.52","16.71"
"CRR",1,1999,"29.8","1.474","na","93.0","7.8","6.25","0.160","na","0.088","2.43","38.0","na","0.350","0.295","15.8","3.1",7.3,-1.898,"21.46","26.70","28.22","27.27","7.67","6.01","11.71","13.28","14.30","14.87"
"CRR",1,2001,"146.6","2.166","na","na","na","na","na","na","na","na","na","na","na","na","na","na",19.15,1.516,"21.76","24.20","27.55","27.91","7.69","5.74","10.39","12.51","15.15","18.89"
"CRR",1,2005,"64.1","1.807","na","240.0","na","na","na","na","na","na","na","na","na","na","na","na",10.82,-0.884,"17.82","25.28","27.29","27.78","8.11","4.51","11.34","12.15","12.21","13.65"
"CRR",1,2007,"13.8","1.140","na","168.0","na","na","0.202","0.018","0.008","2.02","34.0","0.000","0.402","0.008","9.0","3.0",12.11,-0.512,"20.96","25.77","26.07","28.00","7.90","5.76","10.55","12.23","12.92","13.85"
"CRR",1,2009,"na","na","na","101.0","63.5","na","0.318","0.065","0.520","5.54","72.3","0.082","0.300","0.875","72.0","6.2",10.44,-0.993,"19.54","24.84","25.41","26.96","7.06","2.92","13.34","15.84","16.92","19.36"
"CRR",1,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12.96,-0.267,"na","na","na","na","na","na","na","na","na","na"
"CRR",1,2012,"na","na","na","160.0","14.4","na","0.347","0.015","na","3.47","48.0","0.084","0.280","0.350","27.0","4.0",11.19,-0.777,"na","na","na","27.04","na","na","na","na","na","16.63"
"CRR",1,2015,"176731.4","5.247","2.26","96.0","8.1","na","0.300","0.115","0.076","3.03","33.4","na","na","na","na","na",21.21,2.109,"na","na","na","28.10","na","na","na","na","na","20.47"
"CRR",1,2016,"92429.9","4.966","2.41","124.0","27.8","na","0.389","0.137","0.101","4.18","48.8","na","na","na","na","na",14.51,0.179,"19.86","26.24","28.59","29.04","7.33","2.84","13.53","15.27","16.11","17.83"
"CRR",1,2017,"155995.7","5.193","8.24","60.0","3.5","2","0.319","0.077","0.078","4.12","39.7","0.071","0.200","0.183","2.0","2.9",17.46,1.029,"20.85","25.32","27.76","28.38","6.66","3.03","13.84","16.67","19.66","21.89"
"CRR",1,2018,"498213.5","5.697","6.31","121.0","58.1","42.3","0.189","0.093","0.147","4.15","47.0","na","na","na","na","na",20.56,1.922,"24.81","27.55","28.90","27.73","6.87","4.06","12.60","14.38","17.49","18.92"
"EFR",2,1992,"3916.9","3.593","11.07","37.7","60.0","35","na","0.100","na","7.25","34.4","0.300","na","2.483","184.0","6.0",12.3,-0.251,"17.97","23.38","25.98","26.05","5.54","2.92","7.89","8.70","9.87","14.48"
"EFR",2,1993,"13888.9","4.143","10.26","41.0","na","na","na","0.058","na","7.67","31.7","0.000","na","na","na","6.7",10.84,-0.617,"18.65","24.67","28.47","26.54","6.08","2.35","12.47","12.85","11.92","10.62"
"EFR",2,1994,"na","na","6.01","59.0","na","na","na","na","na","9.60","na","na","na","na","na","7.5",12.28,-0.256,"17.78","24.75","28.03","25.65","3.76","0.54","12.20","12.89","13.84","13.91"
"EFR",2,1996,"na","na","na","37.3","na","na","na","na","na","6.89","85.1","na","na","0.486","na","8.2",10.2,-0.778,"18.36","24.30","26.12","27.55","4.88","1.53","13.93","18.36","18.82","18.40"
"EFR",2,1998,"12206.4","4.087","28.57","45.0","na","na","1.395","na","na","6.45","76.7","na","1.033","na","na","5.3",18.0,1.181,"21.70","23.48","27.64","27.49","3.61","2.46","13.11","17.22","20.62","20.93"
"EFR",2,1999,"4442.3","3.648","na","54.3","26.8","7.142857143","0.429","na","0.025","5.88","87.1","na","0.800","2.500","330.0","7.6",6.85,-1.62,"20.69","26.12","28.81","27.32","4.49","3.02","8.19","9.40","9.63","9.97"
"EFR",2,2000,"11731.9","4.069","na","33.5","na","na","na","na","na","na","na","na","na","na","na","na",15.45,0.541,"19.73","25.28","26.60","26.75","2.61","1.79","10.45","11.57","13.11","13.33"
"EFR",2,2002,"na","na","na","34.5","na","na","na","na","na","na","na","na","na","na","na","na",7.49,-1.459,"18.86","26.80","28.44","28.15","3.88","1.11","14.56","16.65","16.80","17.04"
"EFR",2,2004,"16380.0","4.214","na","43.8","na","na","na","na","na","na","96.2","na","na","na","na","na",13.82,0.131,"21.29","24.77","25.81","25.59","3.18","0.53","11.99","15.70","15.98","20.83"
"EFR",2,2005,"30861.6","4.489","na","53.8","na","na","na","na","na","na","na","na","na","na","na","na",12.92,-0.095,"18.27","26.02","29.15","28.70","3.43","1.58","8.89","10.37","11.06","11.39"
"EFR",2,2006,"18324.4","4.263","na","38.7","na","na","na","na","na","na","na","na","na","na","na","na",11.06,-0.562,"21.34","25.85","29.87","30.47","4.57","2.40","12.05","13.05","13.97","13.99"
"EFR",2,2015,"1088526.6","6.037","3.58","25.0","72.1","na","2.207","0.167","0.047","8.14","95.0","0.142","1.900","0.580","161.5","6.2",23.2,2.487,"na","26.42","28.62","26.87","na","0.18","na","11.26","22.31","22.62"
"EFR",2,2016,"748579.7","5.874","8.69","47.0","82.4","na","0.878","0.110","0.044","9.09","103.8","0.048","0.766","0.542","215.0","8.9",16.63,0.837,"19.34","25.81","27.20","28.84","3.56","1.24","11.89","13.08","13.99","15.04"
"EFR",2,2018,"4147082.8","6.618","17.79","28.0","140.2","28.95","1.277","0.218","0.276","11.04","85.7","0.139","1.251","1.360","452.5","12.4",17.63,1.088,"21.72","27.09","28.58","26.90","3.83","1.41","11.12","12.76","14.84","17.17"
"GRR",2,1990,"na","na","1.25","120.0","7.2","5","0.150","0.050","na","2.50","59.6","0.000","0.100","0.100","42.0","1.0",13.46,-0.084,"16.21","23.85","26.42","26.87","6.66","3.36","12.07","14.97","15.59","15.72"
"GRR",2,1991,"na","na","na","168.0","na","na","na","na","na","2.00","52.3","0.000","na","na","na","4.0",10.76,-0.752,"21.02","25.80","27.37","26.56","5.73","3.68","12.23","12.80","13.40","13.71"
"GRR",2,1994,"na","na","6.32","73.3","na","na","na","na","na","4.25","na","na","na","na","na","6.5",17.7,0.964,"17.86","26.42","27.96","26.72","6.68","2.72","10.77","12.94","13.44","14.38"
"GRR",2,2002,"na","na","na","62.7","na","na","na","na","na","na","na","na","na","na","na","na",7.45,-1.57,"19.77","26.98","29.22","28.57","5.09","2.45","12.97","14.02","14.50","14.83"
"GRR",2,2005,"11043.8","4.043","na","81.0","na","na","na","na","na","na","na","na","na","na","na","na",13.43,-0.092,"20.69","26.53","28.19","28.91","4.98","4.31","10.93","11.65","13.07","13.02"
"GRR",2,2007,"3967.8","3.599","na","135.0","na","na","0.316","0.018","0.008","2.52","54.0","0.000","0.347","0.008","9.0","2.7",9.04,-1.177,"22.24","27.02","27.30","29.76","4.61","2.27","10.99","11.98","12.76","13.44"
"GRR",2,2008,"29452.5","4.469","na","89.0","42.4","na","na","0.023","0.038","8.17","78.5","na","na","na","na","na",9.93,-0.957,"18.81","25.72","27.59","27.70","5.96","2.48","12.41","13.01","13.66","14.37"
"GRR",2,2009,"na","na","na","63.0","51.1","na","0.784","0.039","0.858","6.50","73.5","0.061","0.660","2.880","165.0","7.3",19.7,1.458,"20.50","26.95","26.46","27.79","5.60","1.43","13.27","15.03","16.77","17.60"
"GRR",2,2010,"86698.2","4.938","na","73.0","na","na","na","na","na","na","na","na","na","na","na","na",13.08,-0.178,"20.96","28.41","29.49","29.89","5.48","0.94","13.94","14.63","16.07","15.79"
"GRR",2,2011,"37539.9","4.574","na","122.0","13.8","na","0.463","0.011","0.148","4.35","52.0","0.000","0.140","0.420","23.0","4.0",7.82,-1.479,"na","na","29.30","na","na","na","na","na","15.30","na"
"GRR",2,2012,"27643.2","4.442","na","50.0","8.7","na","1.060","0.045","na","3.31","59.5","na","na","na","na","na",9.64,-1.029,"na","na","na","na","na","na","na","na","na","na"
"GRR",2,2015,"108254.6","5.034","7.98","64.0","49.0","na","0.720","0.240","0.008","4.22","66.9","0.174","0.800","0.413","70.0","3.9",20.17,1.575,"na","27.44","na","27.16","na","na","na","na","na","16.16"
"GRR",2,2016,"364758.6","5.562","4.79","86.0","74.3","na","0.505","0.140","0.033","5.13","65.4","0.213","0.919","0.456","104.0","6.0",19.98,1.528,"21.23","28.31","29.38","29.80","4.12","1.31","13.47","14.65","16.04","17.46"
"GRR",2,2017,"1024964.8","6.011","12.52","48.0","4.6","2","0.521","0.071","0.010","5.23","61.2","0.072","0.260","1.020","17.0","3.6",13.39,-0.102,"21.55","25.97","29.68","27.83","3.46","0.81","13.87","15.77","16.39","17.09"
"GRR",2,2018,"1205822.3","6.081","14.21","53.0","78.0","60.7","0.497","0.137","0.006","4.67","61.2","0.134","0.271","0.184","35.0","2.7",15.33,0.378,"23.35","28.17","29.26","28.13","5.93","2.59","12.05","13.20","15.34","15.96"
"HTR",3,1989,"na","na","na","na","na","na","na","na","na","na","na","0.200","0.650","2.550","168.0","5.5",12.29,-0.245,"15.62","22.02","25.83","24.33","na","na","na","na","na","na"
"HTR",3,1990,"na","na","10.75","7.0","na","na","na","na","na","na","na","na","na","na","na","na",13.53,0.028,"16.93","20.18","24.86","25.16","na","na","na","na","na","na"
"HTR",3,1991,"na","na","na","16.0","39.0","11","1.133","0.417","8.167","5.67","180.5","0.050","0.500","1.300","91.5","6.0",7.29,-1.346,"19.37","23.76","26.96","25.10","na","na","na","na","na","na"
"HTR",3,1992,"3303.4","3.519","8.02","24.0","5.0","5","1.200","0.050","3.850","5.50","95.0","0.050","na","0.050","400.0","6.0",11.4,-0.441,"17.35","22.96","24.01","25.13","na","na","na","na","na","na"
"HTR",3,1993,"29900.0","4.476","10.02","10.0","na","na","na","0.250","na","6.00","144.5","0.067","na","na","na","9.5",15.38,0.436,"17.50","20.75","na","28.51","na","na","na","na","na","na"
"HTR",3,1994,"na","na","6.17","18.0","na","na","na","na","na","18.00","na","na","na","na","na","16.5",12.54,-0.19,"na","na","na","na","na","na","na","na","na","na"
"HTR",3,2001,"4604.4","3.663","na","25.0","na","na","na","na","na","na","na","na","na","na","na","na",15.81,0.53,"19.95","22.19","26.94","27.37","na","na","na","na","na","na"
"HTR",3,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",6.68,-1.481,"na","na","na","na","na","na","na","na","na","na"
"HTR",3,2015,"104429.5","5.019","15.81","14.0","169.8","na","3.217","0.572","0.442","7.20","181.0","0.144","4.400","0.010","259.0","7.4",23.82,2.295,"na","na","na","24.96","na","na","na","na","na","na"
"HTR",3,2016,"483904.8","5.685","25.99","20.0","215.0","na","1.274","0.123","2.027","11.94","143.3","0.026","0.948","1.390","471.0","10.4",18.87,1.204,"16.72","24.07","24.82","26.51","na","na","na","na","na","na"
"HTR",3,2017,"2200424.0","6.343","29.49","24.0","97.0","166","2.588","0.166","2.872","14.38","167.0","0.084","1.110","3.730","70.0","9.2",13.6,0.044,"na","24.54","26.00","24.04","na","na","na","na","na","na"
"MNR",1,1987,"na","na","14.30","78.0","11.0","8.5","0.150","0.050","0.100","1.50","37.0","0.000","0.271","0.300","35.6","3.3",10.63,-0.489,"na","na","na","na","na","na","na","na","na","na"
"MNR",1,1990,"na","na","6.58","58.7","117.5","5","0.394","0.062","0.113","3.76","24.2","0.250","0.250","0.150","62.5","4.5",10.77,-0.457,"15.99","22.19","25.84","25.25","7.45","3.86","12.01","15.34","17.64","18.78"
"MNR",1,1991,"na","na","na","na","21.7","6.75","0.427","0.170","0.300","4.20","34.5","0.150","0.750","0.125","5.0","5.0",6.29,-1.496,"21.90","26.55","27.68","25.08","8.07","2.47","13.25","15.73","17.11","18.22"
"MNR",1,1993,"38864.6","4.590","3.37","67.3","na","na","na","0.130","na","4.20","25.4","0.333","na","na","na","4.5",10.71,-0.471,"18.43","23.95","29.51","26.99","8.67","3.30","12.47","15.32","18.46","20.17"
"MNR",1,1996,"na","na","na","69.3","na","na","na","na","na","5.26","29.2","na","na","0.045","na","6.6",9.05,-0.856,"17.56","22.92","26.29","27.83","6.48","2.81","13.83","14.99","16.34","17.51"
"MNR",1,1997,"na","na","5.36","79.5","20.4","na","na","na","0.092","4.73","na","na","na","0.553","na","4.0",22.28,2.211,"16.44","21.94","28.30","26.09","7.85","3.76","14.54","16.61","17.72","19.08"
"MNR",1,1998,"2707.2","3.433","11.57","81.0","na","na","0.515","na","na","4.51","35.7","na","0.567","na","na","3.2",17.66,1.14,"20.73","24.06","27.68","27.82","4.96","1.67","14.07","16.35","18.03","19.30"
"MNR",1,1999,"2684.0","3.429","na","69.0","24.0","5","0.138","na","0.041","4.20","27.0","na","0.250","0.387","33.3","4.5",8.65,-0.948,"19.83","25.73","28.29","27.04","4.98","1.57","14.57","17.06","18.12","20.03"
"MNR",1,2001,"945.9","2.976","na","87.3","na","na","na","na","na","na","na","na","na","na","na","na",15.72,0.691,"20.43","23.69","27.57","28.48","3.68","1.21","13.98","16.33","18.08","19.64"
"MNR",1,2002,"na","na","na","62.7","na","na","na","na","na","na","na","na","na","na","na","na",6.56,-1.433,"17.17","25.64","29.05","28.06","7.73","2.55","14.19","15.65","16.07","17.80"
"MNR",1,2004,"839.4","2.924","na","114.3","na","na","na","na","na","na","na","na","na","na","na","na",15.26,0.584,"20.47","25.51","27.04","25.76","6.16","1.88","14.74","17.98","19.71","20.79"
"MNR",1,2005,"20303.4","4.308","na","39.0","na","na","na","na","na","na","na","na","na","na","na","na",17.21,1.036,"18.45","25.64","28.36","28.55","4.56","1.20","12.94","16.36","18.00","19.63"
"MNR",1,2006,"5245.7","3.720","na","77.7","na","na","na","na","na","na","na","na","na","na","na","na",12.57,-0.04,"18.13","25.78","28.57","28.27","4.36","1.34","13.19","15.76","17.98","19.32"
"MNR",1,2008,"3073.9","3.488","na","73.0","24.0","na","0.482","0.010","0.032","5.90","39.7","0.000","0.547","1.306","75.7","7.7",12.31,-0.1,"16.93","na","27.04","27.33","7.39","na","13.16","na","16.73","18.16"
"MNR",1,2009,"na","na","na","135.5","58.2","na","0.665","0.064","0.342","6.97","39.8","0.069","0.517","1.833","103.7","8.1",14.85,0.489,"20.04","26.94","26.11","27.21","7.25","1.67","14.29","17.10","18.59","20.66"
"MNR",1,2010,"657995.7","5.818","na","66.0","18.0","na","0.450","0.025","0.039","3.90","38.0","0.000","0.387","0.079","41.7","4.1",10.39,-0.545,"19.82","27.20","29.06","29.55","4.79","1.68","14.93","17.52","19.99","20.77"
"MNR",1,2014,"324212.1","5.511","na","55.0","38.7","na","1.614","0.135","0.012","5.03","47.5","na","na","na","na","na",10.74,-0.464,"na","na","na","29.28","na","na","na","na","na","18.62"
"MNR",1,2016,"377326.8","5.577","2.83","65.0","63.1","na","0.621","0.105","0.255","9.17","33.7","0.095","0.968","0.442","101.7","10.3",21.44,2.017,"19.04","26.75","26.82","28.64","5.12","1.61","13.38","15.91","17.44","20.48"
"MNR",1,2018,"225231.6","5.353","12.24","102.0","47.1","26","0.631","0.129","0.003","7.01","40.1","0.156","0.770","0.222","59.3","5.2",12.41,-0.077,"20.07","26.60","30.23","27.14","5.46","0.55","11.87","14.71","18.41","18.58"
"MSR",3,1988,"1209.0","3.082","11.31","60.0","85.0","14.4","0.567","0.075","3.750","3.50","148.2","0.100","0.800","1.800","145.0","4.5",7.16,-1.316,"na","na","na","na","na","na","na","na","na","na"
"MSR",3,1995,"2733.3","3.437","15.89","48.3","na","na","na","na","na","9.83","120.4","na","na","3.770","na","12.3",9.87,-0.778,"15.31","23.23","26.07","28.44","7.79","2.02","13.52","17.45","20.94","22.80"
"MSR",3,1997,"na","na","9.83","55.3","na","na","na","na","2.325","8.52","na","na","na","0.599","na","12.3",12.74,-0.208,"13.32","20.27","26.32","25.49","8.76","3.86","12.29","15.97","20.18","21.53"
"MSR",3,2001,"2345.6","3.370","na","30.5","na","na","na","na","na","na","na","na","na","na","na","na",9.97,-0.758,"17.71","24.45","28.09","27.05","5.32","3.57","13.21","15.84","21.23","22.40"
"MSR",3,2002,"1113.2","3.047","na","32.0","na","na","na","na","na","na","na","na","na","na","na","na",5.52,-1.642,"12.05","23.35","27.53","26.74","6.69","2.36","11.71","19.26","22.61","23.82"
"MSR",3,2004,"10180.8","4.008","na","26.0","na","na","na","na","na","na","na","na","na","na","na","na",15.82,0.404,"18.91","22.75","25.11","24.27","3.73","3.37","16.18","21.94","23.23","23.07"
"MSR",3,2006,"14670.9","4.166","na","39.0","134.3","na","1.093","na","1.730","5.40","135.7","na","0.830","1.600","300.0","4.2",12.43,-0.269,"17.05","24.45","26.28","26.04","6.92","1.45","14.57","18.48","22.75","23.73"
"MSR",3,2007,"21055.5","4.323","na","42.0","na","na","na","na","na","na","na","0.000","0.305","2.126","78.0","3.8",14.98,0.237,"20.12","23.89","25.86","27.08","3.70","0.93","14.03","16.35","18.45","20.59"
"MSR",3,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",14.34,0.11,"na","na","na","na","na","na","na","na","na","na"
"MSR",3,2012,"12167.8","4.085","9.15","35.0","98.8","na","1.700","0.183","2.513","2.35","183.3","0.110","2.400","12.000","240.0","6.5",9.72,-0.807,"na","23.36","na","na","na","1.53","na","19.64","na","na"
"NRR",3,1987,"na","na","7.20","na","5.0","5","0.050","0.050","0.750","2.00","86.5","0.000","0.225","1.500","96.8","2.4",10.99,-0.416,"na","na","na","na","na","na","na","na","na","na"
"NRR",3,1990,"na","na","2.83","114.0","99.9","29","0.168","0.081","0.650","3.06","120.6","0.050","0.217","1.517","125.5","1.5",10.05,-0.674,"17.21","24.35","27.40","27.44","5.73","2.68","9.80","14.01","14.15","14.95"
"NRR",3,1993,"5311.2","3.725","4.92","48.0","na","na","na","na","na","na","112.7","na","na","na","na","na",12.35,-0.043,"20.43","25.11","29.06","28.59","4.51","1.14","9.70","11.22","12.37","12.75"
"NRR",3,1995,"12890.8","4.110","14.37","88.0","na","na","na","na","na","6.60","76.8","na","na","1.429","na","8.8",10.36,-0.589,"17.45","23.95","26.15","27.42","3.17","0.71","10.69","14.87","15.17","15.79"
"NRR",3,1998,"1616.7","3.209","8.48","82.3","na","na","0.125","na","na","3.42","68.0","0.120","0.750","na","na","4.2",12.92,0.113,"17.45","21.46","23.59","22.71","5.60","1.20","8.86","12.23","13.79","14.44"
"NRR",3,2000,"860.4","2.935","na","na","na","na","na","na","na","na","na","na","na","na","na","na",11.03,-0.405,"20.65","25.93","27.74","27.67","3.68","1.98","12.76","14.33","15.47","16.69"
"NRR",3,2001,"1194.3","3.077","na","96.0","na","na","na","na","na","na","na","na","na","na","na","na",13.6,0.3,"22.68","25.39","28.00","28.69","3.17","2.03","10.80","11.78","12.37","13.61"
"NRR",3,2003,"3939.6","3.595","na","48.0","na","na","na","na","na","na","na","na","na","na","na","na",16.82,1.183,"21.10","23.98","28.01","28.79","2.52","0.20","15.38","17.43","18.17","19.11"
"NRR",3,2007,"1776.9","3.250","na","132.0","na","na","0.165","0.018","0.736","2.45","97.0","0.000","0.075","2.296","85.5","2.4",7.42,-1.395,"22.23","26.09","27.48","28.74","3.20","2.02","11.47","12.66","13.54","14.55"
"NRR",3,2011,"219448.3","5.341","na","39.0","30.5","na","0.750","0.034","0.576","6.70","101.4","0.000","0.210","2.400","31.5","1.2",8.59,-1.074,"na","26.19","na","na","na","0.14","na","16.41","na","na"
"NRR",3,2013,"342017.7","5.534","na","47.0","10.3","na","0.513","0.011","1.400","3.93","85.0","0.000","0.200","2.150","63.5","1.2",20.37,2.157,"na","na","na","26.92","na","na","na","na","na","na"
"NRR",3,2014,"165649.3","5.219","na","108.0","7.7","na","1.500","0.070","0.458","3.20","na","0.087","0.900","2.740","100.0","2.9",10.6,-0.523,"na","na","na","26.78","na","na","na","na","na","17.72"
"NRR",3,2015,"435063.9","5.639","4.16","62.0","21.4","na","0.867","0.143","0.217","3.78","77.5","0.193","0.975","2.273","99.3","3.5",19.53,1.927,"na","26.88","na","27.65","na","0.46","na","15.55","na","21.78"
"NRR",3,2017,"1959184.7","6.292","7.49","60.0","30.8","2","0.502","0.135","0.155","4.73","77.9","0.131","0.245","1.887","83.5","3.4",9.78,-0.748,"20.60","25.29","29.24","27.76","3.77","1.55","14.02","17.83","21.27","22.07"
"NRR",3,2018,"605694.7","5.782","16.14","75.0","45.4","31.4","0.411","0.148","0.363","3.89","92.1","0.151","0.330","1.900","117.5","2.1",15.78,0.898,"22.26","27.38","29.34","28.49","6.44","3.16","13.30","17.89","22.04","22.20"
"PRR",1,1987,"na","na","4.90","120.0","9.0","8","0.163","0.063","0.100","1.75","68.3","0.250","0.300","0.200","17.5","3.0",8.36,-1.017,"na","na","na","na","na","na","na","na","na","na"
"PRR",1,1988,"na","na","3.11","165.0","56.7","35","0.375","0.050","0.100","2.75","64.5","0.000","0.450","0.200","41.5","3.5",7.91,-1.138,"na","na","na","na","na","na","na","na","na","na"
"PRR",1,1989,"na","na","1.71","171.0","11.4","6","0.260","0.140","0.200","2.00","56.3","0.150","0.150","0.800","13.0","2.0",13.59,0.385,"17.44","24.14","27.33","26.97","7.37","2.32","11.50","13.29","14.72","15.34"
"PRR",1,1990,"na","na","1.75","96.0","na","na","na","na","na","na","na","na","na","na","na","na",16.45,1.152,"16.83","23.21","27.33","26.28","8.07","3.78","12.46","15.17","16.23","16.88"
"PRR",1,1992,"58280.8","4.766","1.52","130.0","53.3","20","na","0.138","na","4.67","55.0","0.000","na","0.050","na","5.0",8.88,-0.878,"18.00","24.14","27.19","25.41","8.75","5.42","11.70","13.28","14.88","16.55"
"PRR",1,1993,"5445.0","3.736","2.27","123.3","na","42","na","na","na","na","47.2","na","na","na","na","na",11.52,-0.17,"17.14","25.91","30.76","28.27","8.76","4.43","12.23","14.24","14.77","16.32"
"PRR",1,1994,"na","na","2.08","89.7","na","na","na","na","na","6.40","na","na","na","na","na","12.7",6.79,-1.438,"18.87","24.93","27.74","27.62","4.83","2.62","14.16","14.81","16.70","17.13"
"PRR",1,1997,"na","na","4.86","75.8","na","na","0.020","na","0.069","4.48","na","na","na","0.125","na","6.6",10.59,-0.419,"16.85","23.50","28.11","25.77","4.86","1.92","14.34","15.95","15.98","17.09"
"PRR",1,1999,"1604.5","3.205","na","92.0","15.4","6.25","0.186","na","0.088","3.49","53.5","na","0.050","0.760","12.5","3.2",10.65,-0.403,"20.15","24.81","29.64","27.65","3.08","1.34","13.92","15.42","17.06","17.27"
"PRR",1,2003,"920.8","2.964","na","102.7","na","na","na","na","na","na","na","na","na","na","na","na",11.57,-0.157,"18.96","23.11","28.04","28.35","4.05","1.84","14.82","16.18","17.03","17.89"
"PRR",1,2005,"1050.8","3.022","na","77.0","na","na","na","na","na","na","na","na","na","na","na","na",10.84,-0.352,"20.07","26.21","28.67","28.41","5.61","1.40","12.78","14.22","16.53","16.48"
"PRR",1,2009,"na","na","na","61.0","31.1","na","0.711","0.052","0.065","7.84","na","0.088","0.550","0.310","49.0","12.0",19.4,1.943,"20.16","26.81","25.56","27.78","4.44","1.05","14.46","15.69","16.54","18.13"
"PRR",1,2012,"28325.0","4.452","na","49.0","2.6","na","0.738","0.079","na","2.76","67.9","na","na","na","na","na",8.04,-1.103,"na","na","na","na","na","na","na","na","na","na"
"PRR",1,2013,"64114.2","4.807","na","145.0","11.6","na","0.472","0.011","0.240","3.98","92.0","na","na","na","na","na",11.4,-0.202,"na","na","na","27.31","na","na","na","na","na","18.30"
"PRR",1,2016,"396775.4","5.599","3.28","84.0","27.9","na","0.336","0.082","0.040","4.68","66.7","na","na","na","na","na",12.46,0.082,"17.25","27.32","29.24","30.78","4.70","1.20","12.53","13.60","15.52","17.61"
"RRR",2,1988,"na","na","12.80","84.0","50.0","139","0.400","0.200","1.020","0.83","92.5","0.000","0.250","0.450","50.0","0.5",12.94,0.323,"na","na","na","na","na","na","na","na","na","na"
"RRR",2,1989,"na","na","8.00","45.0","5.0","26","0.500","0.400","0.100","3.50","65.5","0.150","0.300","1.025","79.5","3.8",13.4,0.463,"18.93","25.94","28.29","27.64","3.45","0.58","10.68","14.84","19.45","19.84"
